asset,month,operation_count,total_value_brl,average_value_brl
MCO2,2024-11-01,3612,410889.14000000025,113.75668327796241
MCO2,2024-12-01,4038,498581.86000000057,123.47247647350187
MCO2,2025-01-01,2612,240256.0700000001,91.98165007656972
MCO2,2025-02-01,1489,130585.90000000001,87.70040295500337
MCO2,2025-03-01,1708,55090.93000000032,32.25464285714305
MCO2,2025-04-01,1765,100078.9700000001,56.70196600566578
MCO2,2025-05-01,4408,238786.12000000037,54.17107985480952
MCO2,2025-06-01,2036,96379.75999999978,47.33779960707258
MCO2,2025-07-01,1836,109922.37000000027,59.87057189542499
MCO2,2025-08-01,1526,83473.35000000011,54.70075360419404
MCO2,2025-09-01,1246,55593.61999999989,44.61767255216685
MCO2,2025-10-01,1347,54404.859999999826,40.389651076466095
MCO2,2025-11-01,931,52477.39999999989,56.36670247046175
MCO2,2025-12-01,748,29097.15000000002,38.89993315508024
MCO2,2026-01-01,1300,47720.05000000011,36.70773076923086
MCO2,2026-02-01,748,50519.47999999994,67.5394117647058
MCO2,2026-03-01,402,12330.289999999988,30.672363184079572
MCO2,2026-04-01,597,14588.31999999997,24.43604690117248
MCO2,2026-05-01,639,32636.910000000018,51.074976525821626
MCO2,2026-06-01,467,18528.37000000001,39.675310492505375
MKR,2019-08-01,28,27211.07,971.8239285714286
MKR,2019-09-01,30,16207.799999999997,540.2599999999999
MKR,2020-07-01,1,5992.58,5992.58
MKR,2020-10-01,1,40000.0,40000.0
MKR,2021-01-01,3,123479.61,41159.87
MKR,2021-02-01,8,8228.71,1028.58875
MKR,2021-03-01,1,11545.26,11545.26
MKR,2021-04-01,40,80169.42,2004.2355
MKR,2021-05-01,5251,6153190.320000047,1171.8130489430673
MKR,2021-06-01,4004,4200710.910000003,1049.1285989010996
MKR,2021-07-01,3483,3317119.6599999955,952.3742922767716
MKR,2021-08-01,5345,4425011.3,827.8786342376052
MKR,2021-09-01,3830,3570648.6599999997,932.2842454308093
MKR,2021-10-01,3901,3794260.2600000147,972.6378518328671
MKR,2021-11-01,7811,8704639.590000026,1114.4078338240975
MKR,2021-12-01,3278,1735055.9699999986,529.3032245271503
MKR,2022-01-01,3016,1217999.2399999977,403.84590185676313
MKR,2022-02-01,2215,954586.3899999999,430.9645101580135
MKR,2022-03-01,2121,772231.6899999987,364.08849127769855
MKR,2022-04-01,1795,570217.8800000001,317.6701281337048
MKR,2022-05-01,3969,1743638.8400000008,439.3143965734444
MKR,2022-06-01,2601,1410052.1300000008,542.1192349096505
MKR,2022-07-01,1463,646200.2000000002,441.69528366370486
MKR,2022-08-01,1901,827482.14,435.28781693845343
MKR,2022-09-01,1508,574970.74,381.28033156498674
MKR,2022-10-01,2521,861512.5199999998,341.73443871479566
MKR,2022-11-01,1866,699809.81,375.03205251875676
MKR,2022-12-01,1266,767750.48,606.4379778830963
MKR,2023-01-01,1642,735751.729999999,448.08266138855
MKR,2023-02-01,2462,594782.8200000001,241.58522339561335
MKR,2023-03-01,5615,1451985.519999999,258.5904755120212
MKR,2023-04-01,2424,690498.71,284.8592037953795
MKR,2023-05-01,1060,117498.75999999998,110.84788679245281
MKR,2023-06-01,1620,403504.99000000005,249.0771543209877
MKR,2023-07-01,4451,1584554.6999999993,355.9997079308019
MKR,2023-08-01,2401,576498.8399999997,240.10780508121604
MKR,2023-09-01,3008,883686.1599999998,293.7786436170212
MKR,2023-10-01,4078,1233981.9000000006,302.59487493869557
MKR,2023-11-01,15655,14322690.040000008,914.895563078889
MKR,2023-12-01,15103,7555886.389999989,500.2904317023101
MKR,2024-01-01,15499,7927146.6299999915,511.4618123749914
MKR,2024-02-01,12810,7984858.220000005,623.330071818892
MKR,2024-03-01,23792,21265569.619999897,893.8117695023494
MKR,2024-04-01,21541,35243071.91999996,1636.0926567940187
MKR,2024-05-01,13474,15899451.950000007,1180.009792934541
MKR,2024-06-01,10741,10718158.329999998,997.8734130900287
MKR,2024-07-01,13056,16117364.300000008,1234.4794960171575
MKR,2024-08-01,12166,11631277.629999949,956.047807825082
MKR,2024-09-01,9320,6336757.819999999,679.9096373390557
MKR,2024-10-01,14574,14188808.009999977,973.5699197200479
MKR,2024-11-01,23557,15669156.499999993,665.159252026998
MKR,2024-12-01,19729,15340407.980000034,777.5562866845777
MKR,2025-01-01,20292,10648907.459999977,524.783533412181
MKR,2025-02-01,7384,8178903.259999992,1107.6521208017325
MKR,2025-03-01,5271,5428503.779999999,1029.8811952191234
MKR,2025-04-01,10403,5021377.419999985,482.68551571661874
MKR,2025-05-01,57945,22160531.08000022,382.4407814306708
MKR,2025-06-01,140598,61010883.08000185,433.9384847579756
MKR,2025-07-01,140641,118689436.42000127,843.9177510114495
MKR,2025-08-01,73324,80732705.12000091,1101.0406568108792
MKR,2025-09-01,56640,55558288.14999981,980.9019800494317
MKR,2025-10-01,9179,2961880.7299999925,322.68011003377194
MKR,2025-11-01,13094,1574603.2700000056,120.2538009775474
MKR,2025-12-01,31,25284.41,815.6261290322581
MKR,2026-01-01,9,1625.25,180.58333333333334
MKR,2026-03-01,2,181.16,90.58
NANO,2019-08-01,108,35160.82999999999,325.56324074074064
NANO,2019-09-01,73,24242.510000000013,332.08917808219195
NANO,2019-10-01,11,47766.389999999985,4342.39909090909
NANO,2019-11-01,1,1000.0,1000.0
NANO,2020-02-01,11,1950.0,177.27272727272728
NANO,2020-03-01,18,636.05,35.33611111111111
NANO,2020-04-01,35,38014.39000000001,1086.1254285714288
NANO,2020-05-01,81,21092.149999999994,260.39691358024686
NANO,2020-06-01,169,121799.5,720.707100591716
NANO,2020-07-01,162,95301.26999999999,588.2794444444444
NANO,2020-08-01,114,66619.69999999998,584.3833333333332
NANO,2020-09-01,149,55676.80999999999,373.669865771812
NANO,2020-10-01,114,42137.36000000001,369.6259649122808
NANO,2020-11-01,132,76327.83999999998,578.241212121212
NANO,2020-12-01,138,48670.749999999985,352.68659420289845
NANO,2021-01-01,497,1185695.4700000002,2385.705171026157
NANO,2021-02-01,461,920053.5000000001,1995.7776572668115
NANO,2021-03-01,255,158955.53999999995,623.3550588235292
NANO,2021-04-01,245,420801.41,1717.556775510204
NANO,2021-05-01,319,632275.98,1982.0563636363636
NANO,2021-06-01,123,68066.37999999999,553.3852032520324
NANO,2021-07-01,72,62731.06,871.2647222222222
NANO,2021-08-01,170,225335.07,1325.5004117647059
NANO,2021-09-01,110,126375.32999999999,1148.8666363636362
NANO,2021-10-01,125,76533.95,612.2715999999999
NANO,2021-11-01,101,45555.26,451.0421782178218
NANO,2021-12-01,74,27431.19,370.6917567567567
NANO,2022-01-01,61,20130.54,330.0088524590164
NANO,2022-02-01,64,19280.79,301.26234375
NANO,2022-03-01,90,34843.62999999999,387.15144444444434
NANO,2022-04-01,59,12075.95,204.6771186440678
NANO,2022-05-01,51,8382.99,164.37235294117647
NANO,2022-06-01,22,2959.7599999999998,134.53454545454545
NANO,2022-07-01,7,2043.5400000000002,291.93428571428575
NANO,2022-08-01,7,1422.35,203.19285714285712
NANO,2022-09-01,9,4343.459999999999,482.60666666666657
NANO,2022-10-01,9,543.63,60.403333333333336
NANO,2022-11-01,16,4445.16,277.8225
NANO,2022-12-01,6,698.1700000000001,116.36166666666668
NANO,2023-01-01,12,1811.8799999999999,150.98999999999998
NANO,2023-02-01,13,8528.11,656.0084615384616
NANO,2023-03-01,7,1504.85,214.97857142857143
NANO,2023-04-01,8,1771.84,221.48
NANO,2023-05-01,6,258.31,43.05166666666667
NANO,2023-06-01,5,1011.05,202.20999999999998
NANO,2023-07-01,1,100.0,100.0
NANO,2023-08-01,6,254.94,42.49
NANO,2023-09-01,10,2178.98,217.898
NANO,2023-10-01,5,2108.0,421.6
NANO,2023-11-01,8,1394.07,174.25875
NANO,2023-12-01,5,883.71,176.74200000000002
NANO,2024-01-01,1,100.0,100.0
NANO,2024-02-01,13,5124.469999999999,394.18999999999994
NANO,2024-03-01,9,7489.820000000001,832.2022222222223
NANO,2024-04-01,5,5247.98,1049.596
NANO,2024-05-01,12,7808.19,650.6825
NANO,2024-06-01,2,7255.75,3627.875
NANO,2024-07-01,1,1630.73,1630.73
NANO,2024-08-01,1,42.0,42.0
NANO,2024-09-01,1,100.0,100.0
NANO,2024-10-01,2,1705.66,852.83
NANO,2024-12-01,15,10239.109999999999,682.6073333333333
NANO,2025-01-01,1,500.0,500.0
NANO,2025-03-01,6,4340.73,723.4549999999999
NANO,2025-05-01,2,211.55,105.775
NEO,2019-08-01,1,99.5,99.5
NEO,2019-09-01,16,3648.749999999999,228.04687499999994
NEO,2019-10-01,18,8148.820000000001,452.71222222222224
NEO,2019-11-01,24,127586.15000000001,5316.089583333333
NEO,2019-12-01,11,40829.600000000006,3711.781818181819
NEO,2020-01-01,21,134713.08000000002,6414.908571428572
NEO,2020-02-01,14,204322.84000000003,14594.488571428574
NEO,2020-03-01,18,67070.81,3726.156111111111
NEO,2020-04-01,31,32959.740000000005,1063.217419354839
NEO,2020-05-01,6,3152.76,525.46
NEO,2020-06-01,1,25314.53,25314.53
NEO,2020-07-01,3,20669.71,6889.903333333333
NEO,2020-08-01,2,299.76,149.88
NEO,2020-09-01,2,20012.03,10006.015
NEO,2020-12-01,4,6796.66,1699.165
NEO,2021-01-01,9,10786.710000000001,1198.5233333333335
NEO,2021-02-01,4,256451.89,64112.9725
NEO,2021-03-01,19,33179.38,1746.2831578947366
NEO,2021-04-01,45,86257.53,1916.834
NEO,2021-05-01,15,22724.86,1514.9906666666668
NEO,2021-06-01,5,36265.69,7253.138000000001
NEO,2021-07-01,6,4540.27,756.7116666666667
NEO,2021-08-01,6,4196.43,699.4050000000001
NEO,2021-10-01,3,7554.44,2518.1466666666665
NEO,2021-11-01,5,27545.260000000002,5509.052000000001
NEO,2021-12-01,10,7352.53,735.2529999999999
NEO,2022-01-01,21,8585.69,408.84238095238095
NEO,2022-02-01,45,6776.650000000001,150.59222222222223
NEO,2022-03-01,38,6626.18,174.37315789473686
NEO,2022-04-01,28,8126.480000000001,290.23142857142864
NEO,2022-05-01,11,1816.76,165.16
NEO,2022-06-01,13,2954.64,227.28
NEO,2022-07-01,9,2547.39,283.0433333333333
NEO,2022-08-01,8,344.53000000000003,43.066250000000004
NEO,2022-09-01,7,665.52,95.07428571428571
NEO,2022-10-01,5,1056.9099999999999,211.38199999999998
NEO,2022-11-01,12,1242.5700000000002,103.54750000000001
NEO,2022-12-01,5,621.26,124.252
NEO,2023-02-01,18,4256.160000000001,236.45333333333338
NEO,2023-03-01,7,461.72999999999996,65.96142857142857
NEO,2023-04-01,10,61141.479999999996,6114.147999999999
NEO,2023-05-01,8,5640.1,705.0125
NEO,2023-06-01,7,1370.31,195.75857142857143
NEO,2023-07-01,7,8056.860000000001,1150.98
NEO,2023-08-01,7,6461.84,923.12
NEO,2023-09-01,4,269.27,67.3175
NEO,2023-10-01,2,1698.8300000000002,849.4150000000001
NEO,2023-11-01,14,8911.25,636.5178571428571
NEO,2023-12-01,15,14105.89,940.3926666666666
NEO,2024-01-01,5,360.55,72.11
NEO,2024-02-01,17,15796.380000000001,929.1988235294118
NEO,2024-03-01,40,6073.7300000000005,151.84325
NEO,2024-04-01,97,12061.33,124.34360824742268
NEO,2024-05-01,21,18938.72,901.8438095238096
NEO,2024-06-01,4,323.12,80.78
NEO,2024-07-01,3,4090.4300000000003,1363.4766666666667
NEO,2024-08-01,5,2027.95,405.59000000000003
NEO,2024-09-01,26,8280.67,318.4873076923077
NEO,2024-10-01,146,31600.65000000001,216.44280821917815
NEO,2024-11-01,353,55708.78,157.81524079320113
NEO,2024-12-01,565,149365.38999999996,264.36352212389374
NEO,2025-01-01,249,35476.790000000015,142.47706827309244
NEO,2025-02-01,89,11460.89,128.77404494382023
NEO,2025-03-01,59,23043.69,390.5710169491525
NEO,2025-04-01,92,42809.12,465.31652173913045
NEO,2025-05-01,52,18302.660000000003,351.9742307692308
NEO,2025-06-01,32,13945.11,435.7846875
NEO,2025-07-01,55,17618.03,320.32781818181815
NEO,2025-08-01,47,8690.150000000001,184.89680851063832
NEO,2025-09-01,31,4003.45,129.14354838709676
NEO,2025-10-01,39,11634.960000000001,298.3323076923077
NEO,2025-11-01,23,7895.0,343.2608695652174
NEO,2025-12-01,18,2478.8,137.7111111111111
NEO,2026-01-01,8,898.74,112.3425
NEO,2026-02-01,26,4574.679999999999,175.94923076923075
NEO,2026-03-01,9,476.40999999999997,52.93444444444444
NEO,2026-04-01,3,156.98000000000002,52.326666666666675
NEO,2026-05-01,14,465.36,33.24
NEO,2026-06-01,201,22671.989999999994,112.7959701492537
NULS,2019-08-01,1,4975.11,4975.11
NULS,2019-12-01,1995,406350.7299999997,203.6845764411026
NULS,2020-01-01,1791,435356.7499999998,243.08026242322714
NULS,2020-02-01,1981,813343.8799999981,410.5723775870763
NULS,2020-03-01,2671,955260.3699999996,357.6414713590414
NULS,2020-04-01,4368,1663305.2399999946,380.79332417582293
NULS,2020-05-01,6029,2307107.7700000075,382.66839774423744
NULS,2020-06-01,9589,5217800.750000002,544.1444102617585
NULS,2020-07-01,10527,7084614.150000021,672.994599601028
NULS,2020-08-01,5683,3092648.029999989,544.1928611648758
NULS,2020-09-01,3889,1708145.4199999955,439.22484443301505
NULS,2020-10-01,3589,1361886.730000002,379.46133463360326
NULS,2020-11-01,8232,3356760.3100000066,407.76971695821265
NULS,2020-12-01,9276,3448895.839999992,371.80852091418626
NULS,2021-01-01,16343,7051033.399999988,431.44058006485886
NULS,2021-02-01,23645,11936199.180000005,504.80859293719624
NULS,2021-03-01,30974,23451749.829999883,757.143082262539
NULS,2021-04-01,34485,27203739.639999885,788.8571738436968
NULS,2021-05-01,21650,15839586.200000077,731.6206096997727
NULS,2021-06-01,6468,3192167.519999993,493.53239332096365
NULS,2021-07-01,5562,2526222.4700000025,454.19318051060816
NULS,2021-08-01,15502,8937778.510000035,576.556477228747
NULS,2021-09-01,9412,5399289.320000007,573.6601487462821
NULS,2021-10-01,14128,9240454.629999997,654.0525644110983
NULS,2021-11-01,5438,4062750.8800000027,747.1038764251568
NULS,2021-12-01,40949,62952186.97999998,1537.3314850179488
NULS,2022-01-01,5842,5256259.399999983,899.7362889421402
NULS,2022-02-01,7742,7605953.880000006,982.4275226039791
NULS,2022-03-01,4970,4630886.270000008,931.7678611670036
NULS,2022-04-01,6743,6547359.839999996,970.9861841910123
NULS,2022-05-01,6199,3428507.989999987,553.0743652201947
NULS,2022-06-01,5006,2252685.259999999,449.99705553335974
NULS,2022-07-01,6544,3374700.689999991,515.6938707212701
NULS,2022-08-01,3981,2164459.5100000002,543.6974403416227
NULS,2022-09-01,2630,997556.399999998,379.29901140684336
NULS,2022-10-01,5605,2941805.2099999883,524.8537395182851
NULS,2022-11-01,3446,1500654.3899999976,435.4771880441084
NULS,2022-12-01,3667,1733305.39,472.676681210799
NULS,2023-01-01,1838,787291.9500000009,428.3416485310124
NULS,2023-02-01,1992,840020.2999999997,421.6969377510039
NULS,2023-03-01,1471,530626.9299999992,360.72530931339173
NULS,2023-04-01,904,290910.5,321.8036504424779
NULS,2023-05-01,726,160813.20999999996,221.50579889807156
NULS,2023-06-01,1314,332111.67,252.74860730593605
NULS,2023-07-01,769,194316.13999999998,252.68678803641092
NULS,2023-08-01,603,135952.62,225.46039800995024
NULS,2023-09-01,399,85696.74999999999,214.7788220551378
NULS,2023-10-01,630,167201.05000000005,265.39849206349214
NULS,2023-11-01,555,114269.82,205.8915675675676
NULS,2023-12-01,1285,214803.7,167.1624124513619
NULS,2024-01-01,183,60547.76999999998,330.8621311475409
NULS,2024-02-01,535,204195.49999999997,381.6738317757009
NULS,2024-03-01,3624,1542642.2899999954,425.67392108167644
NULS,2024-04-01,1099,480497.3500000004,437.21323930846256
NULS,2024-05-01,399,156897.92999999993,393.22789473684196
NULS,2024-06-01,433,154206.89999999988,356.1360277136256
NULS,2024-07-01,396,159249.34999999986,402.1448232323229
NULS,2024-08-01,1279,786604.0599999998,615.0149022673962
NULS,2024-09-01,1426,978263.8699999987,686.0195441795222
NULS,2024-10-01,658,314091.51999999944,477.3427355623092
NULS,2024-11-01,980,328152.19000000064,334.8491734693884
NULS,2024-12-01,1122,456047.61999999965,406.4595543672011
NULS,2025-01-01,435,109296.0700000001,251.25533333333354
NULS,2025-02-01,278,93695.6,337.03453237410076
NULS,2025-03-01,759,304036.53999999986,400.57515151515133
NULS,2025-04-01,2314,556516.3899999988,240.4997363872078
NULS,2025-05-01,1887,330674.10999999946,175.23800211976655
NULS,2025-06-01,8805,818948.9899999895,93.00953889835202
NULS,2025-07-01,2675,231193.70000000024,86.42755140186925
NULS,2025-08-01,1452,123060.42999999982,84.75236225895304
NULS,2025-09-01,2846,201318.28000000239,70.73727336612873
NULS,2025-10-01,404,57664.39,142.7336386138614
NULS,2025-11-01,338,36787.340000000026,108.83828402366872
NULS,2025-12-01,151,13622.560000000007,90.21562913907289
NULS,2026-01-01,196,21673.78,110.58051020408163
NULS,2026-02-01,326,22311.830000000024,68.44119631901847
OKB,2020-07-01,1,208.52,208.52
OKB,2022-03-01,396,78248.70999999996,197.59775252525242
OKB,2022-04-01,735,192965.10999999993,262.5375646258502
OKB,2022-05-01,172,9149.800000000007,53.196511627907014
OKB,2022-06-01,224,16568.319999999996,73.96571428571427
OKB,2022-07-01,227,23014.129999999997,101.38383259911893
OKB,2022-08-01,352,29479.129999999986,83.74752840909088
OKB,2022-09-01,289,17039.310000000005,58.9595501730104
OKB,2022-10-01,175,26492.94999999999,151.38828571428564
OKB,2022-11-01,172,19780.02,115.00011627906977
OKB,2022-12-01,118,14954.129999999997,126.72991525423727
OKB,2023-01-01,190,27989.22999999999,147.3117368421052
OKB,2023-02-01,264,54913.41,208.00534090909093
OKB,2023-03-01,127,17582.77000000001,138.44700787401584
OKB,2023-04-01,173,27524.659999999993,159.10208092485544
OKB,2023-05-01,95,8019.080000000001,84.41136842105264
OKB,2023-06-01,63,6698.360000000001,106.3231746031746
OKB,2023-07-01,46,3182.8999999999996,69.19347826086955
OKB,2023-08-01,101,8957.77,88.69079207920792
OKB,2023-09-01,19,3824.99,201.31526315789472
OKB,2023-10-01,44,9226.579999999998,209.69499999999996
OKB,2023-11-01,124,29058.850000000006,234.3455645161291
OKB,2023-12-01,123,28672.4,233.1089430894309
OKB,2024-01-01,152,27343.830000000013,179.8936184210527
OKB,2024-02-01,273,66398.67000000006,243.21857142857164
OKB,2024-03-01,401,106626.5099999999,265.90152119700724
OKB,2024-04-01,225,45836.10000000004,203.71600000000018
OKB,2024-05-01,164,27245.089999999993,166.12859756097558
OKB,2024-06-01,105,24294.400000000005,231.37523809523813
OKB,2024-07-01,167,44737.73999999999,267.8906586826347
OKB,2024-08-01,102,11309.599999999999,110.878431372549
OKB,2024-09-01,213,26057.669999999995,122.33647887323941
OKB,2024-10-01,84,6937.689999999997,82.59154761904759
OKB,2024-11-01,339,41854.40000000001,123.46430678466079
OKB,2024-12-01,237,27454.88000000001,115.84337552742619
OMG,2019-08-01,447,42499.59999999996,95.07740492170014
OMG,2019-09-01,367,32391.360000000008,88.2598365122616
OMG,2019-10-01,340,30100.969999999972,88.53226470588227
OMG,2019-11-01,141,45947.810000000005,325.87099290780145
OMG,2019-12-01,52,43101.479999999996,828.8746153846153
OMG,2020-01-01,185,103193.09,557.8004864864864
OMG,2020-02-01,269,151346.27000000002,562.6255390334574
OMG,2020-03-01,166,124295.91000000002,748.7705421686748
OMG,2020-04-01,1847,924422.07,500.49922577152137
OMG,2020-05-01,14132,20938854.719999734,1481.6625191055573
OMG,2020-06-01,3820,4171241.8700000006,1091.9481335078535
OMG,2020-07-01,2131,2032502.6800000048,953.7788268418606
OMG,2020-08-01,17197,28382995.110000025,1650.4620055823705
OMG,2020-09-01,7770,10747653.56999997,1383.2243976833938
OMG,2020-10-01,4674,6214198.489999988,1329.5247090286666
OMG,2020-11-01,5594,8374963.1500000255,1497.133205219883
OMG,2020-12-01,3502,3568449.099999999,1018.9746145059963
OMG,2021-01-01,7230,7715932.62999997,1067.2105988934952
OMG,2021-02-01,11504,10587913.410000008,920.3679946105709
OMG,2021-03-01,8576,6546777.50000001,763.3835704291057
OMG,2021-04-01,14851,13886665.87999995,935.0660480775672
OMG,2021-05-01,14947,16147067.51999994,1080.288186258108
OMG,2021-06-01,8484,3467050.9599999934,408.65758604431795
OMG,2021-07-01,6219,1769063.1100000024,284.46102428043133
OMG,2021-08-01,18424,4997771.159999717,271.26417498912923
OMG,2021-09-01,100166,28086966.89000272,280.404197931461
OMG,2021-10-01,36111,41626913.65999991,1152.7488482733768
OMG,2021-11-01,50087,55450402.27000001,1107.0817232016293
OMG,2021-12-01,10563,7006060.900000015,663.2643093818059
OMG,2022-01-01,6446,3662352.240000004,568.1588954390326
OMG,2022-02-01,3099,1172768.9599999995,378.43464343336547
OMG,2022-03-01,5461,3085628.4000000027,565.029921259843
OMG,2022-04-01,2857,1586235.6099999996,555.2102240112005
OMG,2022-05-01,3989,704405.8100000003,176.58706693406876
OMG,2022-06-01,3854,2009095.4799999988,521.3013700051891
OMG,2022-07-01,2804,1482618.5700000003,528.7512731811698
OMG,2022-08-01,1917,283424.48000000004,147.8479290558164
OMG,2022-09-01,1990,363999.89999999985,182.91452261306526
OMG,2022-10-01,1099,173824.2200000001,158.1658052775251
OMG,2022-11-01,1890,350087.57000000036,185.2315185185187
OMG,2022-12-01,903,114404.39000000001,126.69367663344408
OMG,2023-01-01,905,165224.38,182.56837569060775
OMG,2023-02-01,1895,538145.8400000003,283.9819736147759
OMG,2023-03-01,4547,1319075.2000000004,290.0979107103586
OMG,2023-04-01,3766,851714.1300000002,226.15882368560813
OMG,2023-05-01,3173,356653.1399999998,112.4025023636936
OMG,2023-06-01,3536,305922.52000000014,86.5165497737557
OMG,2023-07-01,2462,224736.72999999972,91.2821811535336
OMG,2023-08-01,2930,187546.57999999993,64.00907167235492
OMG,2023-09-01,3337,127685.22000000006,38.26347617620619
OMG,2023-10-01,2377,176205.0300000001,74.12916701724868
OMG,2023-11-01,2183,286267.8099999999,131.13504809894636
OMG,2023-12-01,3788,512203.26000000053,135.21733368532222
OMG,2024-01-01,10082,309160.4700000008,30.664597302122672
OMG,2024-02-01,5395,323584.6499999998,59.97861909175158
OMG,2024-03-01,7928,1260065.7399999986,158.93866548940446
OMG,2024-04-01,5452,560216.0999999999,102.75423697725603
OMG,2024-05-01,3070,369269.5900000002,120.2832540716613
OMG,2024-06-01,5670,994517.9400000012,175.39998941798964
OMG,2024-07-01,1429,100407.67999999996,70.26429671098668
OMG,2024-08-01,1395,87327.87000000001,62.600623655913985
OMG,2024-09-01,1879,148450.80000000013,79.00521554018101
OMG,2024-10-01,3105,389044.73000000033,125.29620933977466
OMG,2024-11-01,2595,471831.8000000002,181.8234296724471
OMG,2024-12-01,2757,563973.1899999996,204.56046064562915
OMG,2025-01-01,2013,305083.7300000002,151.55674615002494
OMG,2025-02-01,855,84968.01,99.3777894736842
OMG,2025-03-01,1038,88747.01999999995,85.49809248554908
OMG,2025-04-01,3805,165776.14000000138,43.56797371879143
OMG,2025-05-01,1271,121731.27999999996,95.77598741148698
OMG,2025-06-01,800,162074.22999999995,202.59278749999993
OMG,2025-07-01,693,79376.68999999999,114.5406782106782
OMG,2025-08-01,638,47471.38,74.40655172413793
OMG,2025-09-01,463,38699.72999999999,83.58473002159825
OMG,2025-10-01,542,358793.24,661.980147601476
OMG,2025-11-01,25,1638.49,65.53960000000001
OMG,2025-12-01,66,7336.56,111.16000000000001
OMG,2026-01-01,22,1055.7500000000002,47.988636363636374
OMG,2026-02-01,112,11409.21,101.86794642857141
OMG,2026-03-01,35,2937.9000000000005,83.94000000000001
OMG,2026-04-01,19,1156.54,60.87052631578947
OMG,2026-05-01,83,11638.129999999997,140.21843373493974
OMG,2026-06-01,6,139.48,23.246666666666666
PAX,2020-04-01,1,38667.16,38667.16
PAX,2020-05-01,2,26725.98,13362.99
PAX,2020-06-01,11,5352681.380000001,486607.39818181825
PAX,2020-07-01,2,40207.35,20103.675
PAX,2020-08-01,4,50900.04,12725.01
PAX,2020-09-01,3,84122.85,28040.95
PAX,2020-10-01,1,33480.0,33480.0
PAX,2020-11-01,611,65632207.95000002,107417.68895253686
PAX,2020-12-01,359,45130417.61,125711.46966573816
PAX,2021-02-01,1,26935.0,26935.0
PAX,2021-03-01,95,16875854.39,177640.5725263158
PAX,2021-04-01,51,4094113.5,80276.73529411765
PAX,2021-05-01,82,14004947.41,170792.04158536586
PAX,2021-06-01,57,3708819.38,65067.00666666667
PAX,2021-07-01,79,5913834.9799999995,74858.67063291138
PAX,2021-08-01,37,3084261.05,83358.40675675675
PAX,2021-09-01,10,401848.13,40184.813
PAX,2021-10-01,12,1022994.8600000001,85249.57166666667
PAX,2021-11-01,10,176629.11,17662.911
PAX,2021-12-01,10,193986.66,19398.666
PAX,2022-01-01,10,170702.45,17070.245000000003
PAX,2022-02-01,18,156298.34,8683.24111111111
PAX,2022-03-01,9,103331.65,11481.294444444444
PAX,2022-04-01,23,24324.37,1057.581304347826
PAX,2022-05-01,30,4816.809999999999,160.5603333333333
PAX,2022-06-01,23,835.9899999999999,36.34739130434782
PAX,2022-07-01,13,870.1699999999998,66.93615384615383
PAX,2022-08-01,13,1279.7699999999998,98.44384615384614
PAX,2022-09-01,12,1347.09,112.2575
PAX,2022-10-01,12,5714.48,476.20666666666665
PAX,2022-11-01,14,989.2299999999999,70.6592857142857
PAX,2022-12-01,6,1286.1899999999998,214.36499999999998
PAX,2023-01-01,11,610.23,55.47545454545455
PAX,2023-02-01,8,159.85999999999999,19.982499999999998
PAX,2023-03-01,9,271.88,30.20888888888889
PAX,2023-04-01,20,3516.88,175.844
PAX,2023-05-01,15,466.64,31.109333333333332
PAX,2023-06-01,11,2361.4299999999994,214.6754545454545
PAX,2023-07-01,3,165.6,55.199999999999996
PAX,2023-08-01,6,506.05,84.34166666666667
PAX,2023-09-01,5,40.81,8.162
PAX,2023-10-01,3,20.45,6.816666666666666
PAX,2023-11-01,6,1064.55,177.42499999999998
PAX,2023-12-01,20,2411.3900000000003,120.56950000000002
PAX,2024-01-01,8,244.16,30.52
PAX,2024-02-01,6,211.54000000000002,35.25666666666667
PAX,2024-03-01,9,189.18,21.02
PAX,2024-04-01,114,10420.699999999999,91.40964912280701
PAX,2024-05-01,25,1642.46,65.6984
PAX,2024-06-01,25,1473.98,58.9592
PAX,2024-07-01,25,1960.9299999999998,78.43719999999999
PAX,2024-08-01,31,783.8599999999999,25.2858064516129
PAX,2024-09-01,26,454.44000000000005,17.47846153846154
PAX,2024-10-01,21,758.86,36.13619047619048
PAX,2024-11-01,33,1693.7,51.32424242424243
PAX,2024-12-01,142,3630.81,25.569084507042252
PAX,2025-01-01,37,2047.95,55.35
PAX,2025-02-01,15,1963.17,130.87800000000001
PAX,2025-03-01,23,538.85,23.428260869565218
PAX,2025-04-01,16,463.58000000000004,28.973750000000003
PAX,2025-05-01,12,113.43,9.4525
PAX,2025-06-01,8,245.82000000000002,30.727500000000003
PAX,2025-07-01,18,134.79000000000002,7.488333333333334
PAX,2025-08-01,18,2563.769999999999,142.43166666666662
PAX,2025-09-01,1,10.0,10.0
PAX,2025-10-01,10,4969.27,496.927
PAX,2025-11-01,5,6628.670000000001,1325.7340000000002
PAX,2025-12-01,3,110.68,36.89333333333334
PAX,2026-01-01,10,4153.65,415.36499999999995
PAX,2026-02-01,3,119.34,39.78
PAX,2026-03-01,2,180.1,90.05
PAX,2026-04-01,11,3752.0299999999997,341.09363636363634
PAX,2026-05-01,6,2358.51,393.08500000000004
PAXG,2019-11-01,12,66000.0,5500.0
PAXG,2019-12-01,2,51000.0,25500.0
PAXG,2020-01-01,7,105500.0,15071.42857142857
PAXG,2020-02-01,9,44900.5,4988.944444444444
